locus_tag	abundance	source_gene_id
M744_RS06265	4950.5006	Synpcc7942_1977
M744_RS06270	7399.1632	Synpcc7942_1976
M744_RS06275	1509.0172	Synpcc7942_1975
M744_RS06280	513.7745	Synpcc7942_1974
M744_RS06285	616.1096	Synpcc7942_1973
M744_RS06290	329.1494	Synpcc7942_1972
M744_RS06300	2535.8970	Synpcc7942_1969
M744_RS06305	334.2655	Synpcc7942_1968
M744_RS06310	177.1682	Synpcc7942_1967
M744_RS06315	132.5559	Synpcc7942_1966
M744_RS06320	473.9349	Synpcc7942_1965
M744_RS06325	566.1995	Synpcc7942_1964
M744_RS06330	169.1584	Synpcc7942_1963
M744_RS06335	2204.1076	Synpcc7942_1962
M744_RS06340	74.7273	Synpcc7942_1961
M744_RS06345	109.8725	Synpcc7942_1960
M744_RS06350	880.3467	Synpcc7942_1959
M744_RS06355	697.4067	Synpcc7942_1958
M744_RS06360	445.3292	Synpcc7942_1957
M744_RS06365	1549.3556	Synpcc7942_1956
M744_RS06375	86.5769	Synpcc7942_1953
M744_RS06380	70.0005	Synpcc7942_1952
M744_RS06390	383.1898	Synpcc7942_1951
M744_RS06395	350.0433	Synpcc7942_1950
M744_RS06400	384.8089	Synpcc7942_1949
M744_RS06405	303.9794	Synpcc7942_1948
M744_RS06410	686.5184	Synpcc7942_1947
M744_RS06415	70.4719	Synpcc7942_1946
M744_RS06420	336.3522	Synpcc7942_1945
M744_RS06425	2114.7339	Synpcc7942_1944
M744_RS06430	732.7494	Synpcc7942_1943
M744_RS06435	663.4062	Synpcc7942_1942
M744_RS06440	58.9271	Synpcc7942_1941
M744_RS06445	61.2238	Synpcc7942_1940
M744_RS06450	14.2499	Synpcc7942_1939
M744_RS06455	28.1255	Synpcc7942_1938
M744_RS06460	780.1493	Synpcc7942_1937
M744_RS06465	254.8880	Synpcc7942_1936
M744_RS06470	178.9289	Synpcc7942_1935
M744_RS06475	198.7753	Synpcc7942_1934
M744_RS06480	457.3586	Synpcc7942_1933
M744_RS06485	261.8106	Synpcc7942_1932
M744_RS06490	241.4817	Synpcc7942_1931
M744_RS06495	490.1204	Synpcc7942_1930
M744_RS06500	487.6749	Synpcc7942_1929
M744_RS06505	324.5589	Synpcc7942_1928
M744_RS06510	300.9301	Synpcc7942_1927
M744_RS06515	69.0300	Synpcc7942_1926
M744_RS06520	237.8034	Synpcc7942_1925
M744_RS06525	186.2236	Synpcc7942_1924
M744_RS06530	575.4049	Synpcc7942_1923
M744_RS06535	1124.4488	Synpcc7942_1922
M744_RS06540	18.2533	Synpcc7942_1921
M744_RS06545	2013.3487	Synpcc7942_1920
M744_RS06550	457.4563	Synpcc7942_1919
M744_RS06555	80.8750	Synpcc7942_1918
M744_RS06560	164.5149	Synpcc7942_1917
M744_RS06565	397.0203	Synpcc7942_1916
M744_RS06575	729.8597	Synpcc7942_1914
M744_RS06580	482.5187	Synpcc7942_1913
M744_RS06585	7053.9289	Synpcc7942_1912a
M744_RS06590	395.9846	Synpcc7942_1912
M744_RS06595	1419.3001	Synpcc7942_1911
M744_RS06600	91.5725	Synpcc7942_1910
M744_RS06605	202.5415	Synpcc7942_1909
M744_RS06610	712.1137	Synpcc7942_1908
M744_RS06615	8600.1235	Synpcc7942_1907
M744_RS06620	446.8815	Synpcc7942_1906
M744_RS06625	2883.9828	Synpcc7942_1905
M744_RS06630	1494.4416	Synpcc7942_1904
M744_RS06635	679.8382	Synpcc7942_1903
M744_RS06640	294.3574	Synpcc7942_1902
M744_RS06645	231.3418	Synpcc7942_1901
M744_RS06650	194.3687	Synpcc7942_1900
M744_RS06655	81.4917	Synpcc7942_1899
M744_RS06660	1308.7539	Synpcc7942_1898
M744_RS06665	64.1537	Synpcc7942_1897
M744_RS06670	249.5583	Synpcc7942_1896
M744_RS06675	772.7560	Synpcc7942_1895
M744_RS06680	340.0799	Synpcc7942_1894
M744_RS06685	116.9603	Synpcc7942_1893
M744_RS06690	185.8848	Synpcc7942_1892
M744_RS06695	951.2182	Synpcc7942_1891
M744_RS06700	3218.9550	Synpcc7942_1890
M744_RS06705	1726.0872	Synpcc7942_1889
M744_RS06710	252.2577	Synpcc7942_1888
M744_RS06715	73.4139	Synpcc7942_1887
M744_RS06720	277.5374	Synpcc7942_1886
M744_RS06725	228.4191	Synpcc7942_1885
M744_RS06730	101.6874	Synpcc7942_1884
M744_RS06735	364.0009	Synpcc7942_1883
M744_RS06740	9399.7179	Synpcc7942_1882
M744_RS06745	383.1793	Synpcc7942_1881
M744_RS06750	269.8123	Synpcc7942_1880
M744_RS06755	283.2474	Synpcc7942_1879
M744_RS06760	188.9015	Synpcc7942_1878
M744_RS06765	355.4433	Synpcc7942_1877
M744_RS06770	533.6468	Synpcc7942_1876
M744_RS06775	668.5259	Synpcc7942_1875
M744_RS06780	72.8281	Synpcc7942_1874
M744_RS06785	204.4134	Synpcc7942_1873
M744_RS06790	104.5515	Synpcc7942_1872
M744_RS06795	110.0222	Synpcc7942_1871
M744_RS06800	317.7835	Synpcc7942_1870
M744_RS06805	1187.2336	Synpcc7942_1869
M744_RS06810	10.7667	Synpcc7942_1868
M744_RS06815	27.4592	Synpcc7942_1867
M744_RS06820	153.0538	Synpcc7942_1866
M744_RS06825	179.3124	Synpcc7942_1865
M744_RS06835	298.7868	Synpcc7942_1864
M744_RS06840	374.3554	Synpcc7942_1863
M744_RS06845	1386.1312	Synpcc7942_1862
M744_RS06850	251.4058	Synpcc7942_1861
M744_RS06855	319.6129	Synpcc7942_1860
M744_RS06860	702.6363	Synpcc7942_1859
M744_RS06865	8353.1520	Synpcc7942_1858
M744_RS06870	174.7697	Synpcc7942_1857
M744_RS06875	41.5783	Synpcc7942_1856
M744_RS06880	52.5843	Synpcc7942_1855
M744_RS06885	129.8167	Synpcc7942_1854
M744_RS06890	126.7740	Synpcc7942_1853
M744_RS06895	290.0801	Synpcc7942_1852
M744_RS06900	1091.0958	Synpcc7942_1851
M744_RS06905	96.7716	Synpcc7942_1850
M744_RS06910	1026.9519	Synpcc7942_1849
M744_RS06920	1491.0572	Synpcc7942_1848
M744_RS06925	597.8597	Synpcc7942_1847
M744_RS06930	2366.7932	Synpcc7942_1846
M744_RS06935	1157.5444	Synpcc7942_1845
M744_RS06940	134.6079	Synpcc7942_1844
M744_RS06945	72.5329	Synpcc7942_1843
M744_RS06950	8448.7790	Synpcc7942_1842
M744_RS06955	587.2374	Synpcc7942_1841
M744_RS06960	91.4715	Synpcc7942_1840
M744_RS06965	412.5335	Synpcc7942_1839
M744_RS06970	657.6895	Synpcc7942_1838
M744_RS06975	412.0569	Synpcc7942_1837
M744_RS06980	467.0084	Synpcc7942_1836
M744_RS06985	219.8816	Synpcc7942_1835
M744_RS06990	128.9203	Synpcc7942_1834
M744_RS06995	267.9081	Synpcc7942_1833
M744_RS07000	1204.4153	Synpcc7942_1832
M744_RS07005	3098.5338	Synpcc7942_1831
M744_RS07010	5081.8854	Synpcc7942_1830
M744_RS07015	1123.1805	Synpcc7942_1829
M744_RS07020	421.9111	Synpcc7942_1828
M744_RS07025	1114.5442	Synpcc7942_1827
M744_RS07030	128.9097	Synpcc7942_1826
M744_RS07035	165.5023	Synpcc7942_1825
M744_RS07040	591.3939	Synpcc7942_1824
M744_RS07045	622.8389	Synpcc7942_1823
M744_RS07050	2982.3864	Synpcc7942_1821
M744_RS07055	12583.1054	Synpcc7942_1820
M744_RS07060	41.1319	Synpcc7942_1819
M744_RS07065	64.0819	Synpcc7942_1818
M744_RS07070	146.7803	Synpcc7942_1817
M744_RS07075	496.1794	Synpcc7942_1816
M744_RS07080	211.7596	Synpcc7942_1815
M744_RS07085	80.5194	Synpcc7942_1814
M744_RS07090	3518.8540	Synpcc7942_1813
M744_RS07095	1879.3778	Synpcc7942_1811
M744_RS07100	467.9845	Synpcc7942_1810
M744_RS07105	2615.9469	Synpcc7942_1809
M744_RS07110	53.8398	Synpcc7942_1808
M744_RS07115	133.5152	Synpcc7942_1807
M744_RS07120	409.2507	Synpcc7942_1806
M744_RS07125	23.6832	Synpcc7942_1805
M744_RS07130	122.1293	Synpcc7942_1804
M744_RS07135	955.0607	Synpcc7942_1803
M744_RS07140	244.2167	Synpcc7942_1802
M744_RS07145	49.8816	Synpcc7942_1801
M744_RS07150	1182.2789	Synpcc7942_1800
M744_RS07155	51.4454	Synpcc7942_1799
M744_RS07160	79.9452	Synpcc7942_1798
M744_RS07165	543.0039	Synpcc7942_1797
M744_RS07170	117.2868	Synpcc7942_1796
M744_RS07175	141.7474	Synpcc7942_1795
M744_RS07180	236.9598	Synpcc7942_1794
M744_RS07185	174.6182	Synpcc7942_1793
M744_RS07190	2007.7975	Synpcc7942_1792
M744_RS07195	142.2154	Synpcc7942_1791
M744_RS07200	36.4011	Synpcc7942_1790
M744_RS07205	949.4859	Synpcc7942_1789
M744_RS07210	1224.1127	Synpcc7942_1788
M744_RS07215	373.5102	Synpcc7942_1787
M744_RS07220	344.6358	Synpcc7942_1786
M744_RS07225	79.1480	Synpcc7942_1785
M744_RS07235	436.5136	Synpcc7942_1783
M744_RS07240	3457.8073	Synpcc7942_1782
M744_RS07245	544.9815	Synpcc7942_1781
M744_RS07250	138.5462	Synpcc7942_1780
M744_RS07255	190.6868	Synpcc7942_1779
M744_RS07260	404.7652	Synpcc7942_1778
M744_RS07265	250.1470	Synpcc7942_1777
M744_RS07270	276.8542	Synpcc7942_1776
M744_RS07275	216.6383	Synpcc7942_1775
M744_RS07280	3407.4802	Synpcc7942_1774
M744_RS07285	570.1396	Synpcc7942_1773
M744_RS07290	1132.6152	Synpcc7942_1772
M744_RS07295	1348.4814	Synpcc7942_1771
M744_RS07300	18.3834	Synpcc7942_1770
M744_RS07305	105.5674	Synpcc7942_1769
M744_RS07310	140.7766	Synpcc7942_1768
M744_RS07315	515.9374	Synpcc7942_1767
M744_RS07320	184.0070	Synpcc7942_1766
M744_RS07325	116.4355	Synpcc7942_1765
M744_RS07330	148.7996	Synpcc7942_1764
M744_RS07335	122.0580	Synpcc7942_1763
M744_RS07340	1430.8433	Synpcc7942_1762
M744_RS07345	809.3816	Synpcc7942_1761
M744_RS07350	453.2194	Synpcc7942_1760
M744_RS07360	841.3771	Synpcc7942_1758
M744_RS07365	1590.2329	Synpcc7942_1757
M744_RS07370	603.6116	Synpcc7942_1755
M744_RS07375	177.9256	Synpcc7942_1753
M744_RS07380	524.2444	Synpcc7942_1752
M744_RS07385	1016.2138	Synpcc7942_1751
M744_RS07390	2240.2961	Synpcc7942_1750
M744_RS07395	1263.4023	Synpcc7942_1749
M744_RS07400	231.6732	Synpcc7942_1748
M744_RS07405	357.7587	Synpcc7942_1747
M744_RS07410	4538.1029	Synpcc7942_1746
M744_RS07415	183.4656	Synpcc7942_1745
M744_RS07420	40.4344	Synpcc7942_1744
M744_RS07425	1638.0868	Synpcc7942_1743
M744_RS07430	5450.6784	Synpcc7942_1742
M744_RS07435	1230.6085	Synpcc7942_1741
M744_RS07440	197.3323	Synpcc7942_1740
M744_RS07445	146.3649	Synpcc7942_1739
M744_RS07450	1020.8615	Synpcc7942_1738
M744_RS07455	883.1659	Synpcc7942_1737
M744_RS07460	702.6289	Synpcc7942_1736
M744_RS07465	1715.5822	Synpcc7942_1735
M744_RS07470	522.4240	Synpcc7942_1734
M744_RS07475	454.2288	Synpcc7942_1733
M744_RS07480	74.9998	Synpcc7942_1732
M744_RS07485	35.0234	Synpcc7942_1731
M744_RS07490	366.8309	Synpcc7942_1730
M744_RS07495	69.4420	Synpcc7942_1729
M744_RS07500	59.1492	Synpcc7942_1728
M744_RS07505	126.0349	Synpcc7942_1727
M744_RS07510	44.0197	Synpcc7942_1726
M744_RS07515	291.9279	Synpcc7942_1725
M744_RS07520	355.6114	Synpcc7942_1724
M744_RS07525	191.1675	Synpcc7942_1723
M744_RS07530	127.9542	Synpcc7942_1722
M744_RS07540	330.1203	Synpcc7942_1721
M744_RS07550	103.0957	Synpcc7942_1720
M744_RS07555	1829.4900	Synpcc7942_1719
M744_RS07560	459.9088	Synpcc7942_1718
M744_RS07565	432.5854	Synpcc7942_1717
M744_RS07570	1703.0085	Synpcc7942_1716
M744_RS07575	158.9214	Synpcc7942_1715
M744_RS07580	108.2520	Synpcc7942_1714
M744_RS07585	428.9867	Synpcc7942_1713
M744_RS07590	21.4551	Synpcc7942_1712
M744_RS07595	213.1579	Synpcc7942_1711
M744_RS07600	177.3217	Synpcc7942_1710
M744_RS07605	212.8376	Synpcc7942_1709
M744_RS07610	306.0364	Synpcc7942_1708
M744_RS07615	122.4579	Synpcc7942_1707
M744_RS07620	592.6231	Synpcc7942_1706
M744_RS07625	275.1235	Synpcc7942_1704
M744_RS07630	1376.0291	Synpcc7942_1703
M744_RS07635	83.3189	Synpcc7942_1701
M744_RS07640	105.3150	Synpcc7942_1700
M744_RS07645	182.6776	Synpcc7942_1699
M744_RS07650	97.3232	Synpcc7942_1698
M744_RS07655	19.9433	Synpcc7942_1697
M744_RS07660	359.9202	Synpcc7942_1696
M744_RS07665	179.7972	Synpcc7942_1695
M744_RS07670	538.9145	Synpcc7942_1694
M744_RS07675	24.1520	Synpcc7942_1693
M744_RS07680	40.6083	Synpcc7942_1692
M744_RS07685	141.1393	Synpcc7942_1691
M744_RS07690	98.9546	Synpcc7942_1689
M744_RS07695	8.6109	Synpcc7942_1688
M744_RS07700	14.9720	Synpcc7942_1687
M744_RS07705	31.8355	Synpcc7942_1686
M744_RS07710	420.5365	Synpcc7942_1685
M744_RS07715	340.0354	Synpcc7942_1684
M744_RS07720	49.3674	Synpcc7942_1683
M744_RS07725	112.5865	Synpcc7942_1682
M744_RS07730	194.3107	Synpcc7942_1681
M744_RS07735	559.7300	Synpcc7942_1680
M744_RS07740	1189.6682	Synpcc7942_1679
M744_RS07745	483.8131	Synpcc7942_1678
M744_RS07750	536.8937	Synpcc7942_1677
M744_RS07755	271.5664	Synpcc7942_1676
M744_RS07760	621.8580	Synpcc7942_1675
M744_RS07765	1417.2482	Synpcc7942_1674
M744_RS07770	320.6205	Synpcc7942_1673
M744_RS07775	845.3683	Synpcc7942_1672
M744_RS07780	36.1810	Synpcc7942_1671
M744_RS07785	60.6011	Synpcc7942_1669
M744_RS07790	115.9532	Synpcc7942_1668
M744_RS07795	187.5258	Synpcc7942_1667
M744_RS07800	296.2576	Synpcc7942_1666
M744_RS07805	188.6084	Synpcc7942_1665
M744_RS07810	25.5505	Synpcc7942_1664
M744_RS07820	384.3854	Synpcc7942_1662
M744_RS07825	384.2555	Synpcc7942_1661
M744_RS07830	155.5384	Synpcc7942_1660
M744_RS07835	556.6850	Synpcc7942_1659
M744_RS07840	228.9344	Synpcc7942_1658
M744_RS07845	80.0405	Synpcc7942_1657
M744_RS07850	3302.8958	Synpcc7942_1656
M744_RS07855	47.1521	Synpcc7942_1655
M744_RS07860	18.1681	Synpcc7942_1654
M744_RS07865	121.2801	Synpcc7942_1653
M744_RS07870	162.0421	Synpcc7942_1652
M744_RS07875	314.0536	Synpcc7942_1651
M744_RS07880	997.6257	Synpcc7942_1650
M744_RS07885	197.1707	Synpcc7942_1649
M744_RS07890	74.1525	Synpcc7942_1648
M744_RS07895	166.8644	Synpcc7942_1647
M744_RS07905	139.3107	Synpcc7942_1645
M744_RS07910	123.6514	Synpcc7942_1644
M744_RS07915	739.4056	Synpcc7942_1643
M744_RS07920	116.7144	Synpcc7942_1642
M744_RS07925	128.7889	Synpcc7942_1641
M744_RS07930	155.0345	Synpcc7942_1640
M744_RS07935	76.3623	Synpcc7942_1639
M744_RS07940	602.3642	Synpcc7942_1638
M744_RS07950	1101.6851	Synpcc7942_1636
M744_RS07960	54105.7675	Synpcc7942_1464
M744_RS07965	236.9344	Synpcc7942_1465
M744_RS07970	883.9391	Synpcc7942_1466
M744_RS07975	195.5617	Synpcc7942_1467
M744_RS07980	73.3845	Synpcc7942_1468
M744_RS07985	39.5247	Synpcc7942_1469
M744_RS07990	9.9136	Synpcc7942_1471
M744_RS07995	32.3963	Synpcc7942_1472
M744_RS08000	51.4454	Synpcc7942_1473
M744_RS08005	18.0119	Synpcc7942_1474
M744_RS08010	85.4869	Synpcc7942_1475
M744_RS08015	77.9829	Synpcc7942_1476
M744_RS08020	222.7462	Synpcc7942_1477
M744_RS08025	141.4165	Synpcc7942_1478
M744_RS08030	821.4256	Synpcc7942_1479
M744_RS08035	59.2224	Synpcc7942_1480
M744_RS08040	575.6679	Synpcc7942_1481
M744_RS08045	276.7211	Synpcc7942_1482
M744_RS08050	25.8275	Synpcc7942_1483
M744_RS08055	608.4384	Synpcc7942_1484
M744_RS08060	51.0219	Synpcc7942_1485
M744_RS08065	207.7017	Synpcc7942_1486
M744_RS08070	2061.1300	Synpcc7942_1487
M744_RS08075	19.2497	Synpcc7942_1488
M744_RS08080	33.1713	Synpcc7942_1489
M744_RS08085	99.5093	Synpcc7942_1490
M744_RS08090	95.0823	Synpcc7942_1491
M744_RS08095	90.2991	Synpcc7942_1492
M744_RS08100	114.0328	Synpcc7942_1493
M744_RS08105	102.2217	Synpcc7942_1494
M744_RS08110	53.4399	Synpcc7942_1495
M744_RS08115	317.2528	Synpcc7942_1496
M744_RS08120	234.8073	Synpcc7942_1497
M744_RS08125	87.7751	Synpcc7942_1498
M744_RS08130	5581.4745	Synpcc7942_1499
M744_RS08135	321.7824	Synpcc7942_1500
M744_RS08140	1151.4422	Synpcc7942_1501
M744_RS08145	95.9824	Synpcc7942_1502
M744_RS08150	162.3107	Synpcc7942_1503
M744_RS08155	85.6294	Synpcc7942_1504
M744_RS08160	844.5464	Synpcc7942_1505
M744_RS08165	1693.3502	Synpcc7942_1506
M744_RS08175	342.6187	Synpcc7942_1507
M744_RS08180	187.1856	Synpcc7942_1508
M744_RS08185	843.4207	Synpcc7942_1509
M744_RS08190	717.6204	Synpcc7942_1510
M744_RS08195	265.7494	Synpcc7942_1511
M744_RS08200	413.8234	Synpcc7942_1512
M744_RS08205	1152.0304	Synpcc7942_1513
M744_RS08210	226.0946	Synpcc7942_1514
M744_RS08215	816.9479	Synpcc7942_1515
M744_RS08220	74.0558	Synpcc7942_1516
M744_RS08225	295.3171	Synpcc7942_1517
M744_RS08230	224.8059	Synpcc7942_1518
M744_RS08235	1034.4975	Synpcc7942_1519
M744_RS08240	2917.5564	Synpcc7942_1520
M744_RS08245	2144.5103	Synpcc7942_1521
M744_RS08265	5784.3837	Synpcc7942_1525
M744_RS08270	195.0657	Synpcc7942_1526
M744_RS08275	453.7606	Synpcc7942_1527
M744_RS08280	89.1905	Synpcc7942_1528
M744_RS08285	100.8674	Synpcc7942_1529
M744_RS08290	26.3261	Synpcc7942_1530
M744_RS08295	127.7554	Synpcc7942_1531
M744_RS08300	33.4518	Synpcc7942_1532
M744_RS08305	289.2575	Synpcc7942_1533
M744_RS08310	1157.0232	Synpcc7942_1534
M744_RS08315	216.5696	Synpcc7942_1535
M744_RS08320	202.3966	Synpcc7942_1536
M744_RS08325	6.6145	Synpcc7942_1538
M744_RS08330	135.2151	Synpcc7942_1541
M744_RS08335	522.3644	Synpcc7942_1542
M744_RS08340	40.3115	Synpcc7942_1544
M744_RS08345	33.0981	Synpcc7942_1545
M744_RS08350	138.8441	Synpcc7942_1546
M744_RS08355	15.2717	Synpcc7942_1547
M744_RS08360	734.8508	Synpcc7942_1548
M744_RS08365	80.1539	Synpcc7942_1549
M744_RS08370	234.0212	Synpcc7942_1550
M744_RS08375	377.1942	Synpcc7942_1551
M744_RS08380	1331.9006	Synpcc7942_1552
M744_RS08385	101.1959	Synpcc7942_1553
M744_RS08390	1446.9008	Synpcc7942_1554
M744_RS08395	769.4572	Synpcc7942_1555
M744_RS08400	243.5522	Synpcc7942_1556
M744_RS08405	3222.8571	Synpcc7942_1557
M744_RS08415	65.4318	Synpcc7942_1558
M744_RS08420	214.3805	Synpcc7942_1559
M744_RS08430	464.8172	Synpcc7942_1561
M744_RS08435	368.9589	Synpcc7942_1562
M744_RS08450	31.7670	Synpcc7942_1563
M744_RS08455	5.4395	Synpcc7942_1564
M744_RS08465	127.2231	Synpcc7942_1565
M744_RS08470	244.7564	Synpcc7942_1566
M744_RS08475	183.3133	Synpcc7942_1567
M744_RS08480	30.4585	Synpcc7942_1568
M744_RS08485	88.2072	Synpcc7942_1569
M744_RS08490	427.1288	Synpcc7942_1570
M744_RS08495	26.9263	Synpcc7942_1571
M744_RS08500	170.6288	Synpcc7942_1572
M744_RS08505	145.6794	Synpcc7942_1573
M744_RS08510	131.9863	Synpcc7942_1574
M744_RS08515	49.5599	Synpcc7942_1575
M744_RS08520	34.5145	Synpcc7942_1576
M744_RS08525	529.6182	Synpcc7942_1577
M744_RS08530	443.7156	Synpcc7942_1578
M744_RS08535	17.5991	Synpcc7942_1579
M744_RS08540	89.6305	Synpcc7942_1580
M744_RS08545	166.4034	Synpcc7942_1581
M744_RS08550	314.7898	Synpcc7942_1582
M744_RS08555	145.5953	Synpcc7942_1583
M744_RS08560	199.6277	Synpcc7942_1584
M744_RS08565	183.6060	Synpcc7942_1585
M744_RS08570	210.8407	Synpcc7942_1586
M744_RS08575	2559.7066	Synpcc7942_1587
M744_RS08580	599.6317	Synpcc7942_1588
M744_RS08585	237.1330	Synpcc7942_1589
M744_RS08590	326.5754	Synpcc7942_1590
M744_RS08595	762.8294	Synpcc7942_1591
M744_RS08600	44.8994	Synpcc7942_1592
M744_RS08605	1857.2143	Synpcc7942_1593
M744_RS08610	1124.6140	Synpcc7942_1594
M744_RS08615	1040.3399	Synpcc7942_1595
M744_RS08620	111.8969	Synpcc7942_1596
M744_RS08625	506.0188	Synpcc7942_1597
M744_RS08630	310.5461	Synpcc7942_1598
M744_RS08635	706.9365	Synpcc7942_1599
M744_RS08640	105.0998	Synpcc7942_1600
M744_RS08645	19.3102	Synpcc7942_1602
M744_RS08650	480.8316	Synpcc7942_1603
M744_RS08655	177.8364	Synpcc7942_1604
M744_RS08660	29.0909	Synpcc7942_1605
M744_RS08665	390.9270	Synpcc7942_1606
M744_RS08670	806.2642	Synpcc7942_1607
M744_RS08675	753.0966	Synpcc7942_1608
M744_RS08680	4552.4382	Synpcc7942_1609
M744_RS08685	526.2994	Synpcc7942_1610
M744_RS08690	55.0837	Synpcc7942_1611
M744_RS08695	413.6399	Synpcc7942_1612
M744_RS08700	2432.2137	Synpcc7942_1613
M744_RS08705	455.4730	Synpcc7942_1614
M744_RS08710	300.7297	Synpcc7942_1615
M744_RS08715	2516.5218	Synpcc7942_1616
M744_RS08720	2385.9832	Synpcc7942_1617
M744_RS08725	252.3440	Synpcc7942_1618
M744_RS08730	227.9075	Synpcc7942_1619
M744_RS08735	242.1963	Synpcc7942_1620
M744_RS08740	1838.7348	Synpcc7942_1621
M744_RS08745	775.4752	Synpcc7942_1622
M744_RS08750	70.2912	Synpcc7942_1623
M744_RS08755	174.5203	Synpcc7942_1624
M744_RS08760	139.8935	Synpcc7942_1625
M744_RS08765	300.7879	Synpcc7942_1626
M744_RS08770	591.5603	Synpcc7942_1627
M744_RS08775	264.2155	Synpcc7942_1628
M744_RS08780	35.5581	Synpcc7942_1629
M744_RS08785	624.3692	Synpcc7942_1630
M744_RS08790	794.8399	Synpcc7942_1631
M744_RS08795	315.3441	Synpcc7942_1632
M744_RS08800	472.8546	Synpcc7942_1633
M744_RS08805	4476.9232	Synpcc7942_1634
M744_RS08815	242.2206	Synpcc7942_1462
M744_RS08820	186.6494	Synpcc7942_1461
M744_RS08825	974.0168	Synpcc7942_1460
M744_RS08830	707.3819	Synpcc7942_1459
M744_RS08835	196.7579	Synpcc7942_1458
M744_RS08840	81.4714	Synpcc7942_1457
M744_RS08845	230.8292	Synpcc7942_1456
M744_RS08850	190.5121	Synpcc7942_1455
M744_RS08855	1103.1176	Synpcc7942_1454
M744_RS08860	1461.1817	Synpcc7942_1453
M744_RS08865	223.1202	Synpcc7942_1452
M744_RS08870	640.1021	Synpcc7942_1451
M744_RS08875	124.3073	Synpcc7942_1450
M744_RS08880	315.9728	Synpcc7942_1449
M744_RS08885	380.8618	Synpcc7942_1448
M744_RS08890	391.2227	Synpcc7942_1447
M744_RS08895	373.3557	Synpcc7942_1446
M744_RS08900	412.3737	Synpcc7942_1445
M744_RS08910	14222.8556	Synpcc7942_1443
M744_RS08920	23.2920	Synpcc7942_1442
M744_RS08930	40.6979	Synpcc7942_1441
M744_RS08935	142.6878	Synpcc7942_1440
M744_RS08940	1164.3535	Synpcc7942_1439
M744_RS08945	1926.0082	Synpcc7942_1438
M744_RS08950	137.0604	Synpcc7942_1437
M744_RS08955	86.6320	Synpcc7942_1436
M744_RS08960	232.1857	Synpcc7942_1435
M744_RS08965	2632.6382	Synpcc7942_1434
M744_RS08970	250.9502	Synpcc7942_1433
M744_RS08975	755.1840	Synpcc7942_1432
M744_RS08980	1173.2741	Synpcc7942_1431
M744_RS08985	509.1629	Synpcc7942_1430
M744_RS08990	251.1196	Synpcc7942_1429
M744_RS08995	149.2225	Synpcc7942_1428
M744_RS09000	9159.3292	Synpcc7942_1427
M744_RS09005	23323.6599	Synpcc7942_1426
M744_RS09010	796.7455	Synpcc7942_1425
M744_RS09015	509.0119	Synpcc7942_1424
M744_RS09020	3623.3136	Synpcc7942_1423
M744_RS09025	1877.2632	Synpcc7942_1422
M744_RS09030	8055.4238	Synpcc7942_1421
M744_RS09035	1207.5365	Synpcc7942_1420
M744_RS09040	1634.1041	Synpcc7942_1419
M744_RS09045	62.0825	Synpcc7942_1418
M744_RS09050	104.1675	Synpcc7942_1417
M744_RS09055	1434.0924	Synpcc7942_1416
M744_RS09060	4461.5516	Synpcc7942_1415
M744_RS09065	440.3087	Synpcc7942_1414
M744_RS09070	122.7956	Synpcc7942_1413
M744_RS09075	608.3689	Synpcc7942_1412
M744_RS09080	248.9189	Synpcc7942_1411
M744_RS09085	6457.6182	Synpcc7942_1410
M744_RS09090	323.5969	Synpcc7942_1409
M744_RS09095	84.2641	Synpcc7942_1408
M744_RS09100	846.7948	Synpcc7942_1407
M744_RS09105	500.9977	Synpcc7942_1406
M744_RS09110	76.7935	Synpcc7942_1405
M744_RS09115	121.8397	Synpcc7942_1404
M744_RS09120	112.6392	Synpcc7942_1403
M744_RS09125	360.0361	Synpcc7942_1402
M744_RS09130	449.9265	Synpcc7942_1401
M744_RS09135	719.5549	Synpcc7942_1400
M744_RS09140	723.0713	Synpcc7942_1399
M744_RS09145	1053.6508	Synpcc7942_1398
M744_RS09150	11550.4526	Synpcc7942_1397
M744_RS09155	104.1276	Synpcc7942_1396
M744_RS09160	54.8028	Synpcc7942_1395
M744_RS09165	513.1238	Synpcc7942_1394
M744_RS09170	179.9481	Synpcc7942_1393
M744_RS09175	129.0512	Synpcc7942_1392
M744_RS09180	175.2628	Synpcc7942_1391
M744_RS09185	388.4659	Synpcc7942_1390
M744_RS09195	49.2545	Synpcc7942_1388
M744_RS09200	198.9293	Synpcc7942_1387
M744_RS09205	275.7208	Synpcc7942_1386
M744_RS09210	149.4038	Synpcc7942_1385
M744_RS09215	167.2473	Synpcc7942_1384
M744_RS09220	1444.0511	Synpcc7942_1383
M744_RS09225	837.4364	Synpcc7942_1382
M744_RS09230	571.0329	Synpcc7942_1381
M744_RS09235	216.7604	Synpcc7942_1380
M744_RS09240	415.4904	Synpcc7942_1379
M744_RS09250	144.1871	Synpcc7942_1378
M744_RS09255	3259.1644	Synpcc7942_1377
M744_RS09260	219.6289	Synpcc7942_1376
M744_RS09265	244.9724	Synpcc7942_1375
M744_RS09270	466.0177	Synpcc7942_1374
M744_RS09275	526.7971	Synpcc7942_1373
M744_RS09280	1146.1851	Synpcc7942_1372
M744_RS09285	152.9880	Synpcc7942_1371
M744_RS09290	217.8566	Synpcc7942_1370
M744_RS09295	91.2857	Synpcc7942_1369
