locus_tag	abundance	source_gene_id
M744_RS01725	1188.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01730	208.250000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01735	619.375000	Tan2018_dRNAseq_TSS_count_sum_2TSS
M744_RS01745	1110.375000	Tan2018_dRNAseq_TSS_count_sum_4TSS
M744_RS01755	422.875000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01765	979.375000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01770	2537.750000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01775	208.750000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01780	16750.875000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01785	905.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01790	2242.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01800	118.625000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01805	515.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01810	1738.125000	Tan2018_dRNAseq_TSS_count_sum_4TSS
M744_RS01815	675.750000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01820	1715.125000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01825	289.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01830	126.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01835	23043.875000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01855	317.250000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01860	361.750000	Tan2018_dRNAseq_TSS_count_sum_2TSS
M744_RS01880	3356.375000	Tan2018_dRNAseq_TSS_count_sum_2TSS
M744_RS01885	204.875000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01895	2805.625000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01905	3578.250000	Tan2018_dRNAseq_TSS_count_sum_2TSS
M744_RS01910	1179.250000	Tan2018_dRNAseq_TSS_count_sum_2TSS
M744_RS01915	1911.000000	Tan2018_dRNAseq_TSS_count_sum_1TSS
M744_RS01925	2420.750000	Tan2018_dRNAseq_TSS_count_sum_4TSS
